Ilce,OdaSayisi, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati
Pamukkale,2,40,Orta Kat,9,Kombi,7,Uygun,Eşyalı,1,İkinci El,Evet,1325000
Pamukkale,1,25,Alt Kat,5,Klima,3,Uygun,Eşyalı,1,İkinci El,Evet,625000
Pamukkale,2,65,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı,1,Sıfır,Bilinmiyor,1650000
Pamukkale,3,60,Alt Kat,8,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Hayır,1480000
Pamukkale,4,150,Orta Kat,5,Yerden Isıtma,4,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,2000000
Pamukkale,4,120,Alt Kat,14,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,3250000
Pamukkale,2,25,Alt Kat,9,Klima,3,Uygun,Eşyalı,1,İkinci El,Evet,740000
Pamukkale,2,50,Alt Kat,10,Kombi,7,Uygun,Eşyalı,1,İkinci El,Evet,1325000
Pamukkale,4,150,Alt Kat,31,Merkezi,4,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,3000000
Pamukkale,2,50,Alt Kat,0,Kombi,4,Uygun,Eşyalı,1,Sıfır,Bilinmiyor,1800000
Pamukkale,2,40,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1150000
Pamukkale,2,50,Alt Kat,5,Merkezi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1190000
Pamukkale,3,95,Alt Kat,26,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1295000
Pamukkale,2,50,Alt Kat,4,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1330000
Pamukkale,2,52,Alt Kat,4,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1249000
Pamukkale,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000
Pamukkale,3,90,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2200000
Pamukkale,4,155,Alt Kat,30,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2150000
Pamukkale,3,105,Üst Kat,2,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1800000
Pamukkale,2,55,Alt Kat,6,Kat Kaloriferi,4,Bilinmiyor,Eşyalı Değil,1,İkinci El,Evet,1750000
Pamukkale,2,50,Alt Kat,20,Kombi,5,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1275000
Pamukkale,4,125,Orta Kat,21,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,2150000
Pamukkale,3,120,Alt Kat,21,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1650000
Pamukkale,2,50,Alt Kat,10,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1250000
Pamukkale,3,90,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2275000
Pamukkale,3,90,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000
Pamukkale,3,60,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1350000
Pamukkale,4,120,Alt Kat,3,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1900000
Pamukkale,3,80,Alt Kat,6,Kombi,4,Uygun,Eşyalı,2,İkinci El,Hayır,1470000
Pamukkale,3,109,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1890000
Pamukkale,3,55,Alt Kat,4,Yerden Isıtma,7,Uygun,Eşyalı,1,Sıfır,Hayır,1600000
Pamukkale,2,27,Alt Kat,12,Merkezi,4,Uygun değil,Eşyalı,1,İkinci El,Bilinmiyor,1250000
Pamukkale,2,40,Alt Kat,8,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1185000
Pamukkale,3,65,Alt Kat,6,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1900000
Pamukkale,2,55,Alt Kat,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1375000
Pamukkale,3,110,Alt Kat,7,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1950000
Pamukkale,4,145,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,4999999
Pamukkale,2,55,Orta Kat,12,Merkezi,7,Uygun,Eşyalı,1,İkinci El,Evet,1449000
Pamukkale,3,85,Alt Kat,7,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1550000
Pamukkale,4,120,Alt Kat,30,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1530000
Pamukkale,3,115,Orta Kat,0,Yerden Isıtma,7,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000
Pamukkale,2,50,Alt Kat,4,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1400000
Pamukkale,4,140,Alt Kat,21,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1450000
Pamukkale,2,40,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1300000
Pamukkale,4,120,Alt Kat,3,Yerden Isıtma,4,Uygun,Eşyalı,2,İkinci El,Hayır,2350000
Pamukkale,6,90,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1700000
Pamukkale,4,100,Alt Kat,1,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000
Pamukkale,2,30,Alt Kat,3,Kombi,3,Uygun,Eşyalı,1,Sıfır,Evet,755500
Pamukkale,4,140,Alt Kat,12,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,2000000
Pamukkale,4,140,Alt Kat,0,Kombi,4,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2800000
Pamukkale,3,50,Alt Kat,5,Kombi,2,Uygun,Eşyalı,2,Sıfır,Evet,1399000
Pamukkale,4,130,Orta Kat,35,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1650000
Pamukkale,2,40,Alt Kat,7,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1199000
Pamukkale,3,55,Orta Kat,5,Yerden Isıtma,7,Uygun,Eşyalı,1,Sıfır,Evet,1599000
Pamukkale,3,115,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000
Pamukkale,3,100,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1650000
Pamukkale,2,55,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1225000
Pamukkale,2,55,Alt Kat,11,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1480000
Pamukkale,2,60,Alt Kat,30,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,950000
Pamukkale,3,85,Alt Kat,35,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1380000
Pamukkale,3,90,Alt Kat,29,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1150000
Pamukkale,2,45,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1349000
Pamukkale,4,145,Alt Kat,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,4800000
Pamukkale,4,105,Alt Kat,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2149000
Pamukkale,2,65,Alt Kat,4,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1449000
Pamukkale,4,160,Alt Kat,24,Merkezi,5,Uygun,Eşyalı,2,İkinci El,Hayır,4700000
Pamukkale,2,45,Alt Kat,8,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1750000
Pamukkale,4,170,Orta Kat,20,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,2750000
Pamukkale,3,110,Orta Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2000000
Pamukkale,3,100,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Pamukkale,2,38,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1650000
Pamukkale,3,100,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,4300000
Pamukkale,3,135,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2850000
Pamukkale,4,140,Orta Kat,23,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2430000
Pamukkale,3,90,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1500000
Pamukkale,2,50,Alt Kat,5,Kombi,4,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,1245000
Pamukkale,3,100,Alt Kat,26,Kombi,3,Uygun değil,Eşyalı Değil,1,İkinci El,Evet,1320000
Pamukkale,2,45,Alt Kat,6,Merkezi,4,Uygun,Eşyalı,1,İkinci El,Evet,899000
Pamukkale,3,125,Orta Kat,0,Kombi,7,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2600000
Pamukkale,6,180,Üst Kat,15,Kombi,7,Uygun,Eşyalı Değil,2,İkinci El,Evet,3200000
Pamukkale,2,60,Alt Kat,4,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1075000
Pamukkale,4,155,Üst Kat,15,Kombi,7,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,2500000
Pamukkale,4,160,Üst Kat,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2399000
Pamukkale,3,63,Alt Kat,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1590000
Pamukkale,2,45,Alt Kat,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,1190000
Pamukkale,4,155,Alt Kat,1,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,2900000
Pamukkale,3,110,Alt Kat,29,Soba,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,850000
Pamukkale,4,140,Alt Kat,4,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1850000
Pamukkale,2,40,Alt Kat,15,Kombi,3,Uygun değil,Eşyalı,1,İkinci El,Hayır,900000
Pamukkale,3,125,Alt Kat,30,Merkezi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2750000
Pamukkale,3,70,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1770000
Pamukkale,3,105,Alt Kat,2,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1950000
Pamukkale,3,64,Alt Kat,5,Yerden Isıtma,2,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1379000
Pamukkale,3,80,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1800000
Pamukkale,5,150,Alt Kat,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1750000
Pamukkale,3,80,Alt Kat,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1450000
Pamukkale,3,64,Alt Kat,5,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Hayır,1379000
Pamukkale,4,125,Alt Kat,11,Kombi,4,Uygun değil,Eşyalı Değil,1,İkinci El,Evet,1800000
Pamukkale,3,85,Alt Kat,1,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1450000
Pamukkale,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1850000
Pamukkale,2,45,Alt Kat,0,Kombi,4,Uygun,Eşyalı,1,Sıfır,Evet,950000
Pamukkale,3,105,Orta Kat,31,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1725000
Pamukkale,3,135,Orta Kat,0,Kombi,7,Uygun,Eşyalı Değil,2,Sıfır,Evet,2999000
Pamukkale,4,139,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,2748000
Pamukkale,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3100000
Pamukkale,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1890000
Pamukkale,4,125,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2699999
Pamukkale,3,105,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1890000
Pamukkale,2,50,Alt Kat,4,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1099000
Pamukkale,3,85,Orta Kat,10,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1550000
Pamukkale,4,133,Alt Kat,8,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Evet,3700000
Pamukkale,4,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000
Pamukkale,3,90,Orta Kat,8,Merkezi,11,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1695000
Pamukkale,4,147,Alt Kat,20,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2200000
Pamukkale,3,60,Alt Kat,14,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1600000
Pamukkale,2,52,Alt Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1260000
Pamukkale,2,40,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Evet,1050000
Pamukkale,3,70,Alt Kat,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1599000
Pamukkale,3,120,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1600000
Pamukkale,4,135,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2200000
Pamukkale,3,100,Alt Kat,6,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1899000
Pamukkale,2,55,Orta Kat,10,Yerden Isıtma,7,Uygun,Eşyalı,1,İkinci El,Evet,1365000
Pamukkale,2,55,Alt Kat,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,1275000
Pamukkale,3,90,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1500000
Pamukkale,3,70,Alt Kat,12,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Hayır,1275000
Pamukkale,3,110,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1750000
Pamukkale,2,45,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1399000
Pamukkale,2,50,Alt Kat,5,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1249000
Pamukkale,3,150,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,Sıfır,Evet,4300000
Pamukkale,3,85,Alt Kat,6,Kombi,4,Uygun,Eşyalı,1,Sıfır,Hayır,1575000
Pamukkale,2,50,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1299000
Pamukkale,4,120,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000
Pamukkale,4,150,Üst Kat,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2399000
Pamukkale,3,85,Orta Kat,40,Kombi,4,Bilinmiyor,Eşyalı Değil,1,İkinci El,Evet,1850000
Pamukkale,4,135,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,4000000
Pamukkale,4,155,Üst Kat,24,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3400000
Pamukkale,4,130,Alt Kat,0,Kombi,3,Uygun değil,Eşyalı Değil,2,Sıfır,Evet,4500000
Pamukkale,3,100,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3750000
Pamukkale,3,85,Alt Kat,1,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2250000
Pamukkale,3,90,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2250000
Pamukkale,2,50,Alt Kat,4,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Hayır,1280000
Pamukkale,4,135,Alt Kat,28,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1750000
Pamukkale,3,115,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1550000
Pamukkale,2,35,Alt Kat,4,Yerden Isıtma,3,Uygun,Bilinmiyor,1,İkinci El,Hayır,900000
Pamukkale,4,125,Alt Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2700000
Pamukkale,3,90,Alt Kat,21,Merkezi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1675000
Pamukkale,2,50,Alt Kat,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1249000
Pamukkale,3,64,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1379000
Pamukkale,3,65,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1590000
Pamukkale,3,100,Alt Kat,5,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2275000
Pamukkale,2,45,Alt Kat,12,Merkezi,4,Uygun,Eşyalı,1,İkinci El,Evet,1249000
Pamukkale,3,120,Alt Kat,4,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2650000
Pamukkale,3,135,Orta Kat,30,Kombi,8,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1395000
Pamukkale,2,45,Alt Kat,15,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1389000
Pamukkale,2,45,Alt Kat,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1150000
Pamukkale,2,50,Alt Kat,12,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Hayır,1290000
Pamukkale,3,105,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1870000
Pamukkale,2,55,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Evet,1650000
Pamukkale,4,110,Orta Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000
Pamukkale,2,43,Alt Kat,4,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Hayır,1800000
Pamukkale,2,40,Alt Kat,8,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1029000
Pamukkale,4,170,Üst Kat,21,Yerden Isıtma,6,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,3400000
Pamukkale,2,45,Alt Kat,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1190000
Pamukkale,4,100,Alt Kat,9,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2350000
Pamukkale,3,125,Orta Kat,30,Kombi,8,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1395000
Pamukkale,4,110,Alt Kat,26,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1900000
Pamukkale,4,130,Alt Kat,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,4500000
Pamukkale,2,40,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1450000
Pamukkale,4,160,Alt Kat,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3250000
Pamukkale,3,55,Alt Kat,8,Kombi,7,Uygun,Eşyalı,1,İkinci El,Evet,1550000
Pamukkale,2,50,Alt Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1325000
Pamukkale,2,40,Alt Kat,4,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1200000
Pamukkale,4,145,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3250000
Pamukkale,3,75,Alt Kat,7,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,2149000
Pamukkale,4,145,Alt Kat,32,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000
Pamukkale,3,115,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1650000
Pamukkale,6,185,Üst Kat,15,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,3200000
Pamukkale,3,100,Orta Kat,22,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1850000
Pamukkale,3,70,Alt Kat,4,Kombi,2,Uygun değil,Eşyalı,1,İkinci El,Hayır,1499000
Pamukkale,4,100,Alt Kat,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2100000
Pamukkale,4,105,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000
Pamukkale,4,99,Alt Kat,0,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1100000
Pamukkale,7,290,Alt Kat,4,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,4600000
Pamukkale,3,100,Alt Kat,25,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1500000
Pamukkale,2,50,Alt Kat,7,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1090000
Pamukkale,2,50,Orta Kat,9,Yerden Isıtma,7,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1449000
Pamukkale,2,60,Orta Kat,5,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Evet,1370000
Pamukkale,4,140,Orta Kat,26,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1980000
Pamukkale,2,60,Orta Kat,5,Kombi,4,Uygun değil,Eşyalı,1,İkinci El,Hayır,1950000
Pamukkale,2,40,Alt Kat,0,Kombi,5,Uygun,Eşyalı,1,Sıfır,Evet,1140000
Pamukkale,3,100,Alt Kat,8,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1860000
Pamukkale,4,145,Alt Kat,16,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3300000
Pamukkale,3,90,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000
Pamukkale,3,80,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1700000
Pamukkale,3,100,Alt Kat,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1790000
Pamukkale,2,55,Alt Kat,10,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,1190000
Pamukkale,4,100,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2600000
Pamukkale,4,135,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,3500000
Pamukkale,2,45,Alt Kat,11,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1249000
Pamukkale,1,47,Alt Kat,7,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1299000
Pamukkale,2,40,Alt Kat,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,949000
Pamukkale,2,60,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Hayır,2000000
Pamukkale,2,44,Alt Kat,4,Yerden Isıtma,5,Uygun,Eşyalı,1,Sıfır,Hayır,1270000
Pamukkale,3,90,Orta Kat,0,Kombi,5,Uygun değil,Eşyalı Değil,1,Sıfır,Hayır,1750000
Pamukkale,5,160,Alt Kat,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1850000
Pamukkale,4,150,Alt Kat,11,Kombi,3,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,2950000
Pamukkale,3,95,Alt Kat,1,Kombi,7,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1800000
Pamukkale,4,125,Alt Kat,30,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1500000
Pamukkale,3,120,Alt Kat,2,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000
Pamukkale,2,75,Alt Kat,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1540000
Pamukkale,3,122,Üst Kat,30,Kombi,7,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1649000
Pamukkale,2,40,Alt Kat,10,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1200000
Pamukkale,2,55,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı,1,Sıfır,Hayır,1175000
Pamukkale,3,105,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2800000
Pamukkale,3,90,Alt Kat,10,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1850000
Pamukkale,4,110,Orta Kat,16,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2000000
Pamukkale,3,75,Alt Kat,1,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1950000
Pamukkale,4,150,Alt Kat,12,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3100000
Pamukkale,4,117,Orta Kat,20,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,1699000
Pamukkale,3,130,Alt Kat,25,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2500000
Pamukkale,4,120,Alt Kat,21,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2675000
Pamukkale,3,65,Alt Kat,6,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1580000
Pamukkale,3,90,Alt Kat,10,Merkezi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1550000
Pamukkale,3,70,Alt Kat,8,Kombi,3,Bilinmiyor,Eşyalı,1,İkinci El,Evet,1120000
Pamukkale,2,50,Alt Kat,1,Kombi,3,Uygun,Eşyalı,1,Sıfır,Hayır,1450000
Pamukkale,2,40,Orta Kat,12,Kombi,7,Uygun,Eşyalı,1,İkinci El,Hayır,1150000
Pamukkale,3,98,Alt Kat,22,Soba,2,Uygun değil,Eşyalı Değil,1,İkinci El,Bilinmiyor,1328000
Pamukkale,3,90,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1750000
Pamukkale,3,95,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Pamukkale,3,105,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Pamukkale,4,160,Alt Kat,26,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3250000
Pamukkale,3,115,Orta Kat,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1699000
